Date,Interest Rates (MPR),Interest Rates (AL),Total Liquidity/M2+,Private Sector Credit,Exchange Rates ,Exchange Rates,Commodity Prices,Commodity Prices ,Commodity Prices,CPI,Inflation
2020-07-01,14.5,21.3,101564.10,39454.73,5.67,5.68,2206.77,43.24,1843.17,93.00,11.30
2020-08-01,14.5,21.4,102814.70,40107.08,5.68,5.68,2482.14,45.04,1971.07,92.60,10.40
2020-09-01,14.5,21.3,109134.40,40717.80,5.70,5.70,2596.38,41.87,1924.47,92.50,10.30
2020-10-01,14.5,21.3,112859.70,42058.00,5.71,5.71,2423.55,41.36,1901.68,92.60,10.10
2020-11-01,14.5,20.9,116597.70,42332.08,5.71,5.71,2509.38,43.98,1867.87,92.90,9.80
2020-12-01,14.5,21.1,120479.10,43533.19,5.72,5.76,2581.32,50.23,1857.19,93.80,10.50
2021-01-01,14.5,21.0,117976.80,43125.46,5.76,5.76,2523.95,55.33,1867.04,94.70,9.90
2021-02-01,14.5,21.0,118467.50,43216.14,5.76,5.74,2508.84,62.27,1810.34,95.40,10.30
2021-03-01,14.5,21.0,119445.20,42155.80,5.73,5.73,2520.78,65.84,1722.49,96.20,10.30
2021-04-01,14.5,20.9,118933.80,42816.79,5.73,5.73,2419.48,65.33,1759.21,97.70,8.50
2021-05-01,13.5,20.8,120451.50,43293.13,5.73,5.75,2450.45,68.34,1849.28,98.40,7.50
2021-06-01,13.5,20.6,121891.30,42743.45,5.75,5.76,2407.50,73.35,1835.15,99.70,7.80
2021-07-01,13.5,20.7,122643.80,43514.24,5.78,5.80,2352.86,74.29,1805.15,101.30,9.00
2021-08-01,13.5,20.5,123548.60,43936.88,5.83,5.85,2555.86,70.51,1785.67,101.60,9.70
2021-09-01,13.5,20.2,124596.60,44994.41,5.86,5.87,2627.18,74.88,1778.29,102.20,10.60
2021-10-01,13.5,20.3,129231.00,46318.83,5.88,5.90,2632.62,83.75,1775.58,102.90,11.00
2021-11-01,14.5,20.2,131645.90,46646.45,5.91,5.92,2504.59,80.75,1818.44,104.30,12.30
2021-12-01,14.5,20.0,135555.70,48385.58,5.95,6.01,2481.95,74.80,1790.90,105.60,12.60
2022-01-01,14.5,20.2,137474.30,49320.00,6.01,6.02,2545.86,85.48,1816.43,107.80,13.90
2022-02-01,14.5,20.5,139444.40,50590.00,6.31,6.60,2681.11,94.28,1857.11,110.40,15.70
2022-03-01,17.0,20.6,142729.10,53204.82,7.05,7.11,2591.26,112.51,1949.43,114.90,19.40
2022-04-01,17.0,21.6,142563.70,54168.75,7.11,7.11,2588.10,105.81,1935.24,120.80,23.60
2022-05-01,19.0,22.5,142642.80,55471.98,7.13,7.14,2484.48,111.55,1849.50,125.70,27.60
2022-06-01,19.0,24.3,145156.90,57160.95,7.19,7.23,2428.38,117.22,1837.07,129.40,29.80
2022-07-01,19.0,26.5,150415.50,57871.25,7.39,7.61,2333.55,105.14,1737.13,133.50,31.70
2022-08-01,22.0,28.0,152455.80,59648.67,8.06,8.23,2385.96,97.74,1763.71,136.00,33.90
2022-09-01,22.0,29.8,160157.60,64019.90,8.75,9.60,2338.67,90.57,1682.12,140.60,37.50
2022-10-01,24.5,31.4,187659.20,72851.57,11.17,13.01,2337.71,93.60,1666.68,144.40,40.40
2022-11-01,27.0,33.9,194979.40,73744.05,13.07,13.10,2469.10,90.38,1726.39,156.80,50.30
2022-12-01,27.0,35.6,180266.80,63753.45,10.03,8.58,2538.57,81.34,1796.21,162.80,54.10
2023-01-01,28.0,35.9,196993.70,67637.34,9.91,10.80,2612.80,83.94,1899.98,165.60,53.60
2023-02-01,28.0,36.6,202112.30,65497.42,10.86,11.01,2677.79,83.92,1858.94,168.70,52.80
2023-03-01,29.5,35.9,206986.40,65717.67,11.01,11.01,2791.04,79.65,1912.51,166.60,45.00
2023-04-01,29.5,31.7,207528.20,64875.46,10.95,10.95,2924.37,82.74,2000.69,170.60,41.20
2023-05-01,29.5,30.9,206945.30,65362.65,10.92,10.97,2984.65,75.68,1991.12,178.70,42.20
2023-06-01,29.5,31.2,209620.60,66370.96,10.98,11.00,3185.29,74.98,1942.07,184.40,42.50
2023-07-01,30.0,31.5,212656.60,66761.61,11.00,11.00,3405.05,80.16,1949.66,191.00,43.10
2023-08-01,30.0,31.8,214595.10,65998.88,11.01,11.02,3480.26,84.63,1918.77,190.60,40.10
2023-09-01,30.0,32.5,219162.20,66835.08,11.06,11.13,3599.45,92.58,1916.34,194.20,38.10
2023-10-01,30.0,32.7,225838.90,67410.86,11.34,11.50,3603.27,88.70,1913.79,194.80,34.90
2023-11-01,30.0,33.3,233847.40,68545.49,11.55,11.62,4037.00,82.02,1984.70,198.30,26.40
2023-12-01,30.0,33.8,250019.20,70559.32,11.65,11.88,4235.60,77.26,2035.43,200.60,23.20
2024-01-01,29.0,32.9,246176.40,67793.03,11.93,12.04,4456.86,79.15,2032.41,204.60,23.50
2024-02-01,29.0,32.8,253699.10,68809.90,12.23,12.46,5712.95,81.71,2025.73,207.80,23.20
2024-03-01,29.0,32.4,261119.50,71088.64,12.67,12.88,7485.40,84.74,2158.22,209.60,25.80
2024-04-01,29.0,31.3,269605.10,71855.61,13.04,13.27,10116.86,89.00,2334.16,213.30,25.10
2024-05-01,29.0,31.1,276087.80,75108.11,13.78,14.13,8121.77,83.00,2350.81,220.00,23.10
2024-06-01,29.0,31.1,281039.00,78061.73,14.33,14.59,9022.58,83.01,2325.34,226.40,22.80
2024-07-01,29.0,30.7,287681.80,78605.81,14.75,14.90,7994.68,83.88,2391.63,231.00,20.90
2024-08-01,29.0,30.8,294288.20,80318.06,15.10,15.19,7409.50,78.92,2469.39,229.40,20.40
2024-09-01,27.0,30.6,311180.30,83974.14,15.56,15.80,7646.70,72.70,2568.81,235.80,21.50
2024-10-01,27.0,30.5,324754.50,86846.65,15.99,16.30,7273.57,75.37,2689.38,237.80,22.10
2024-11-01,27.0,30.1,326166.60,88543.98,15.98,15.27,8105.00,73.36,2651.70,243.90,23.00
2024-12-01,27.0,30.3,329781.30,89121.60,14.78,14.70,10869.14,73.18,2641.45,248.30,23.80
2025-01-01,27.0,30.1,333079.90,87701.95,14.97,15.30,11141.14,78.34,2708.37,252.60,23.50
2025-02-01,27.0,30.1,337575.70,87333.63,15.49,15.53,9946.79,74.95,2897.26,255.90,23.10
2025-03-01,28.0,29.2,343931.90,88367.90,15.53,15.53,8073.90,71.47,2981.24,256.50,22.40
2025-04-01,28.0,27.4,341660.80,86161.97,15.22,14.15,8533.86,66.30,3218.16,258.60,21.20
2025-05-01,28.0,26.9,326010.30,82406.75,12.08,10.28,9676.05,63.69,3289.34,260.50,18.40
2025-06-01,28.0,27.0,324994.60,84752.43,10.28,10.31,9155.10,69.84,3351.59,257.30,13.70
2025-07-01,25.0,26.6,,,,,8092.00,69.60,3341.20,259.10,12.10
2025-08-01,25.0,24.2,,,,,8074.30,67.30,3362.30,255.70,11.50
